database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	METHOD	PUBCHEM	CAS	KEGG	HMDB	FREI-01736	FREI-01737	FREI-01738	FREI-01739	FREI-01740	FREI-01741	FREI-01742	FREI-01743	FREI-01744	FREI-01745	FREI-01746	FREI-01747
CHEBI:17009	C16H25N5O15P2	C[C@@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c2nc(N)[nH]c3=O)[C@@H](O)[C@H](O)[C@@H]1O	InChI=1S/C16H25N5O15P2/c1-4-7(22)9(24)11(26)15(33-4)35-38(30,31)36-37(28,29)32-2-5-8(23)10(25)14(34-5)21-3-18-6-12(21)19-16(17)20-13(6)27/h3-5,7-11,14-15,22-26H,2H2,1H3,(H,28,29)(H,30,31)(H3,17,19,20,27)/t4-,5+,7+,8+,9+,10+,11-,14+,15?/m0/s1	guanosine 5'-diphospho-fucose																	Method 4		15839-70-0			337930	311828	354330	261279	341005	397269	289772	478807	420428	408353	597502	516007
CHEBI:24462	C6H12O7			gulonate*																	Method 4	9794176	20246-53-1	C00257	HMDB03290	215011	828105	1068729	1148874	1024894	1341955	1407927	2182931	2600766	2195765	3758212	3734858
				heptadecenamide (17:1)*																	Method 3																
				hexadecadienoate (16:2n6)																	Method 3		28290-73-5		HMDB00477	5347757	5254307	4315014	4679654	3939595	3044050	28978648	35857680	7634659	20732952	17325480	13338065
				hexadecanedioate (C16-DC)																	Method 3	10459	505-54-4	C19615	HMDB00672											54901	116221
				hexadecasphinganine (d16:0)*																	Method 2	656816		C13915											113502		131098
				hexadecasphingosine (d16:1)*																	Method 2					944780	1147639	1184306	1039633	1414466	1347249	1045474	1090217	921214	1154018	1429365	1358404
CHEBI:18089	C9H9NO3	OC(=O)CNC(=O)c1ccccc1	InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)	hippurate																	Method 3	464	495-69-2	C01586	HMDB00714	380082	516697	519615	585612	598946	230026	547911	798190	406889	621252	705610	757179
CHEBI:27570	C6H9N3O2	NC(Cc1c[nH]cn1)C(O)=O	InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)	histidine																	Method 3	6274	5934-29-2	C00135	HMDB00177	9829182	11285841	11317697	13580643	13050050	12925987	11593060	9441887	10219344	10873120	12446179	9145386
CHEBI:17443	C7H15N3O3	N[C@@H](CCCCNC(N)=O)C(O)=O	InChI=1S/C7H15N3O3/c8-5(6(11)12)3-1-2-4-10-7(9)13/h5H,1-4,8H2,(H,11,12)(H3,9,10,13)/t5-/m0/s1	homocitrulline																	Method 1	65072	1190-49-4	C02427	HMDB00679	45883	53311	64571		57314	63454	128682	129476	173667	146656	151985	229704
CHEBI:17230	C4H9NO2S	NC(CCS)C(O)=O	InChI=1S/C4H9NO2S/c5-3(1-2-8)4(6)7/h3,8H,1-2,5H2,(H,6,7)	homocysteine																	Method 1	778	454-29-5	C00155	HMDB00742	229228	305551	285984	183986	334353	313761	438607	279878	567235	434836	494480	555361
CHEBI:16668	C2H7NO2S	NCCS(O)=O	InChI=1S/C2H7NO2S/c3-1-2-6(4)5/h1-3H2,(H,4,5)	hypotaurine																	Method 1	107812	300-84-5	C00519	HMDB00965	3138844	2910211	3770877	2954738	3346600	3619837	2497069	3353607	4518378	3645953	5977051	5772286
CHEBI:17368	C5H4N4O	O=c1[nH]cnc2nc[nH]c12	InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)	hypoxanthine																	Method 3	790	68-94-0	C00262	HMDB00157	67634176	59175872	64977040	83744720	70220192	71319504	42749200	44625072	48432168	62891116	80905568	60968164
CHEBI:27487	C6H8N2O3	C=1N=CNC1CC(C(=O)O)O	InChI=1S/C6H8N2O3/c9-5(6(10)11)1-4-2-7-3-8-4/h2-3,5,9H,1H2,(H,7,8)(H,10,11)	imidazole lactate																	Method 1	440129	14403-45-3	C05568	HMDB02320	276435	176504	210100	232795	213848	188508	912996	1166958	1490740	1258665	1581369	1584287
CHEBI:73087	C6H8N2O2	N1=CNC=C1CCC(O)=O	InChI=1S/C6H8N2O2/c9-6(10)2-1-5-3-7-4-8-5/h3-4H,1-2H2,(H,7,8)(H,9,10)	imidazole propionate																	Method 1	70630	1074-59-5		HMDB02271	72221	58626	59416	55817	42470	68870	149977	210963	271337	226277	292755	322771
CHEBI:24813	C11H11NO3	OC(Cc1c[nH]c2ccccc12)C(O)=O	InChI=1S/C11H11NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,10,12-13H,5H2,(H,14,15)	indolelactate																	Method 3	92904	832-97-3	C02043	HMDB00671							41477	123170	140501	105386	188812	225837
CHEBI:17596	C10H12N4O5	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(O)ncnc12	InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1	inosine																	Method 3	6021	58-63-9	C00294	HMDB00195	51467000	51930780	50257836	49450640	62217424	37141808	19672696	26356348	14653490	25471640	31484988	36738160
				inosine 5'-monophosphate (IMP)																	Method 1	8582	4691-65-0	C00130	HMDB00175							45491	186563	236390	195657	281040	362590
				isobutyrylcarnitine (C4)																	Method 1	168379	25518-49-4		HMDB00736	140859	128901	94846		133656	152104	120243	170078	168881	178259	190737	214639
CHEBI:30887	C6H8O7	OC(C(CC(O)=O)C(O)=O)C(O)=O	InChI=1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)	isocitrate																	Method 1	1198	20226-99-7	C00311	HMDB00193	449027	854674	383976	689121	932238	405837	255796	242105	135248	411796	108174	183089
CHEBI:24898	C6H13NO2			isoleucine																	Method 1	6306	73-32-5	C00407	HMDB00172	177629520	163546608	176706112	167855584	183885072	174015296	210301840	278045696	282853760	248315680	277674048	313447072
CHEBI:74066	C8H16N2O3	CC[C@H](C)[C@H](N)C(=O)NCC(O)=O	InChI=1S/C8H16N2O3/c1-3-5(2)7(9)8(13)10-4-6(11)12/h5,7H,3-4,9H2,1-2H3,(H,10,13)(H,11,12)/t5-,7-/m0/s1	isoleucylglycine																	Method 3	342532	868-28-0		HMDB28907	919100	989204	721288	702589	905193	553919	294906	174978	199419	218361	186485	220804
				isovalerylcarnitine (C5)																	Method 1	6426851	31023-24-2		HMDB00688	134069	142443	122578	123819	157149	126961	83625	106998	86783	108212	126463	209120
CHEBI:18344	C10H7NO3	OC(=O)c1cc(O)c2ccccc2n1	InChI=1S/C10H7NO3/c12-9-5-8(10(13)14)11-7-4-2-1-3-6(7)9/h1-5H,(H,11,12)(H,13,14)	kynurenate																	Method 3	3845	492-27-3	C01717	HMDB00715												
CHEBI:28683	C10H12N2O3	NC(CC(=O)c1ccccc1N)C(O)=O	InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)	kynurenine																	Method 1	161166	2922-83-0	C00328	HMDB00684	897419	722283	951643	972676	942609	1143908	1150939	1431532	1441278	1339572	1857640	1782499
CHEBI:78320	C3H6O3	CC(O)C(O)=O	InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)	lactate																	Method 4	612	79-33-4	C00186	HMDB00190	124132784	86137280	163298976	97606720	137653776	229376560	196840016	232133344	269837056	255484048	329788544	328259296
				lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*																	Method 2					2519547	3056608	2953364	2280258	2659210	3680343	1777623	1967124	1845166	2094466	2406802	2951938
				lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)																	Method 2		4201-62-1			2158752	2512879	2459845	2156312	2533482	2609160	2259160	2242981	2386758	2497077	2558976	2706864
CHEBI:25013	C6H12N2O4S	NC(CSCC(N)C(O)=O)C(O)=O	InChI=1S/C6H12N2O4S/c7-3(5(9)10)1-13-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)	lanthionine																	Method 1	98504	3183-08-02 00:00:00			127362	80076	158409	96517	118663	117633	94735	79294	104258	92644	94084	123380
				laurate (12:0)																	Method 3	3893	143-07-7	C02679	HMDB00638	10559502	10530391	12400152	7225988	11660363	6004400	26484408	31848044	17994080	22583814	23335292	33228846
CHEBI:25017	C6H13NO2	CC(C)CC(N)C(O)=O	InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)	leucine																	Method 1	5246661	61-90-5			187001536	192260768	217964368	212487584	234463568	244255568	227631056	247293232	260462704	266807312	285127456	274181152
CHEBI:74534	C8H16N2O3	CC(C)C[C@H](N)C(=O)NCC(O)=O	InChI=1S/C8H16N2O3/c1-5(2)3-6(9)8(13)10-4-7(11)12/h5-6H,3-4,9H2,1-2H3,(H,10,13)(H,11,12)/t6-/m0/s1	leucylglycine																	Method 3	79070	686-50-0		HMDB28929	182021	206753	102949	94740	141732	34831	52093	60278		27007		36869
				lignoceroyl sphingomyelin (d18:1/24:0)																	Method 2		60037-60-7			101874168	134351392	132079432	102594016	113593016	144134208	106761016	96578120	108109704	117239272	124992024	146105296
				lignoceroylcarnitine (C24)*																	Method 2																
				linoelaidate (tr 18:2n6)																	Method 3	5282457	506-21-8	C01595	HMDB06270												
				linoleate (18:2n6)																	Method 3	5280450	60-33-3	C01595	HMDB00673	247217808	247645392	123666584	191909232	557247680	80577216	1215927424	1582699264	482726816	487155872	305821664	286535104
CHEBI:64032	C20H37NO2	CCCCC\C=C/C\C=C/CCCCCCCC(=O)NCCO	InChI=1S/C20H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)21-18-19-22/h6-7,9-10,22H,2-5,8,11-19H2,1H3,(H,21,23)/b7-6-,10-9-	linoleoyl ethanolamide																	Method 3	5283446	68171-52-8		HMDB12252	259794	231571	146839	178465	417445	65801	424494	654810	213062	304087	181117	149558
				linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*																	Method 2				HMDB07257		91694	259303	164851	143656	156022	610496	421915	404784	310501	554791	843912
CHEBI:166485	C23H44NO2	O(CC[N+](C)(C)C)C(=O)CCCCCCC/C=C\C/C=C\CCCCC	InChI=1S/C23H44NO2/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-23(25)26-22-21-24(2,3)4/h9-10,12-13H,5-8,11,14-22H2,1-4H3/q+1/b10-9-,13-12-	linoleoylcholine*																	Method 2																
CHEBI:25094	C6H14N2O2	NCCCCC(N)C(O)=O	InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)	lysine																	Method 1	5962	56-87-1	C00047	HMDB00182	121398656	121286632	126948840	112545056	143722928	126442608	95756264	110237400	99039632	97355392	109049488	102531960
CHEBI:6650	C4H6O5	OC(CC(O)=O)C(O)=O	InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)	malate																	Method 3	525	6915-15-7	C00149	HMDB00156	68980432	75077480	85440736	78423784	79753928	100858848	110979152	120373120	152032704	157795440	179506992	191814976
CHEBI:18300	C4H4O4	OC(=O)\C=C/C(O)=O	InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1-	maleate																	Method 4	444266	110-16-7	C01384	HMDB00176	609787	548130	728077	571462	588256	813577	958314	1046773	1605876	1423387	1893047	2151826
CHEBI:30794	C3H4O4	OC(=O)CC(O)=O	InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)	malonate																	Method 4	867	141-82-2;26522-22-85-0	C00383	HMDB00691	2744395	3232746	3247257	4755218	3682175	5704846	3407595	3753120	3605112	5590037	4731154	2488969
CHEBI:17924	C6H14O6	OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1	mannitol/sorbitol																	Method 4	5780		C00794	HMDB00247	1497281	1373910	1120196	1405877	1536997	1139094	1425144	1902903	1882795	1645522	1900018	1503474
CHEBI:37684	C6H12O6			mannose																	Method 4	18950	3458-28-4	C00159	HMDB00169	2089940	3218683	1352816	3180298	3726555	1238157	132720	147947	88803			
CHEBI:616988	C6H13O9P			mannose-6-phosphate																	Method 4	439198	70442-25-0;104872-94-8	C00275	HMDB01078	715641	918485	469227	836358	978811	449300						21128
				margarate (17:0)																	Method 3	10465	506-12-7		HMDB02259	22004556	24919070	14047459	18703296	45645108	10464037	100195296	133585240	41090760	55827840	30236046	30312274
				margaroylcarnitine (C17)*																	Method 2		106182-29-0		HMDB06210												24574
				mead acid (20:3n9)																	Method 3	5312531	20590-32-3		HMDB10378	167784944	205665088	120184336	126940528	335050784	63341712	264583936	279224832	147258992	141354656	91880992	103769272
CHEBI:16811	C5H11NO2S	CSCCC(N)C(O)=O	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)	methionine																	Method 1	6137	63-68-3	C00073	HMDB00696	163106016	144830144	154451152	148754112	165170048	165884896	138780160	147171296	149589856	147161936	158884048	158304416
CHEBI:21363	C5H11NO4S	C(=O)([C@@H](N)CCS(C)(=O)=O)O	InChI=1S/C5H11NO4S/c1-11(9,10)3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1	methionine sulfone																	Method 1	69961	820-10-0				24820	40940			34087	124280	145601	215914	169494	249687	289953
CHEBI:49033	C5H11NO3S	CS(=O)CCC(N)C(O)=O	InChI=1S/C5H11NO3S/c1-10(9)3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)	methionine sulfoxide																	Method 1	158980	3226-65-1	C02989	HMDB02005	1651852	1447140	1162405	1539333	1624230	1503327	4777365	5213463	4868889	4989890	6610668	6754826
				methyl glucopyranoside (alpha + beta)																	Method 3																
CHEBI:340824	CH5O4P	COP(O)(O)=O	InChI=1S/CH5O4P/c1-5-6(2,3)4/h1H3,(H2,2,3,4)	methylphosphate																	Method 1	13130	7023-27-0		HMDB61711	185927	167836	181035	192440	222024	223090	185803	236397	274687	188579	285224	283957
CHEBI:91315	C5H8O4	OC(=O)C(CC(O)=O)C	InChI=1S/C5H8O4/c1-3(5(8)9)2-4(6)7/h3H,2H2,1H3,(H,6,7)(H,8,9)	methylsuccinate																	Method 4	10349	498-21-5		HMDB01844	312053	310117	326226	468460	359834	244116	409035	618370	733709	698399	770636	750506
CHEBI:17268	C6H12O6	O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O	InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2-,3-,4+,5-,6-	myo-inositol																	Method 4	892	87-89-8	C00137	HMDB00211	208052192	174632352	206373520	176469040	169982976	184180816	131026416	169520624	167295856	148653488	191239312	185997792
				myristate (14:0)																	Method 3	11005	544-63-8	C06424	HMDB00806	392748800	330980480	211144384	285222816	672750208	144572144	1466954496	1793998080	735892928	716248256	586318272	586015808
				myristelaidate (tr 14:1n5)																	Method 3	5312402	50286-30-1	C08322	HMDB02000	2860008	5237696	3873700	3955485	10625048							
				myristoleate (14:1n5)																	Method 3	5281119	544-64-9	C08322	HMDB02000	20822600	21136124	23574250	17648956	23522374	21587392	122150240	133202688	110287168	99983624	92122336	107202592
				myristoyl dihydrosphingomyelin (d18:0/14:0)*																	Method 2				HMDB12085	1360851	1433006	1488863	1231025	1235337	1405932	1782957	1804741	1892307	2071881	2003051	2128906
				myristoylcarnitine (C14)																	Method 2	6426854	18822-89-4		HMDB05066												
				N-(2-hydroxypalmitoyl)-sphingosine (d18:1/16:0(2OH))																	Method 2		34839-02-6			1381414	2546069	2606384	1649454	2647164	2659744	2655482	2062954	2742071	3008581	2049020	3447689
				N-acetyl-aspartyl-glutamate (NAAG)																	Method 1	5255	3106-85-2	C12270	HMDB01067	1950054	1655497	2042351	1419150	1894770	2090075	725760	831116	1200647	1123877	1220084	1361700
CHEBI:16682	C5H9NO3	CC(=O)NCCC(O)=O	InChI=1S/C5H9NO3/c1-4(7)6-3-2-5(8)9/h2-3H2,1H3,(H,6,7)(H,8,9)	N-acetyl-beta-alanine																	Method 4	76406	3025-95-4	C01073									302073	387926	395197	553997	476733
CHEBI:7125	C8H16NO9P	CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)OC1OP(O)(O)=O	InChI=1S/C8H16NO9P/c1-3(11)9-5-7(13)6(12)4(2-10)17-8(5)18-19(14,15)16/h4-8,10,12-13H,2H2,1H3,(H,9,11)(H2,14,15,16)/t4-,5-,6-,7-,8?/m1/s1	N-acetyl-glucosamine 1-phosphate																	Method 4	440364	31281-59-1	C04256	HMDB01367	405045	388057	381435	359777	442951	455435	249295	340670	299107	375778	480369	474461
CHEBI:176478	C9H18N2O3	OC(=O)CCCNCCCNC(=O)C	InChI=1S/C9H18N2O3/c1-8(12)11-7-3-6-10-5-2-4-9(13)14/h10H,2-7H2,1H3,(H,11,12)(H,13,14)	N-acetyl-isoputreanine*																	Method 1					124325	116780	130399	101072	130744	131290	116441	174034	204846	196293	297826	294382
CHEBI:40992	C5H9NO3	C[C@H](NC(C)=O)C(O)=O	InChI=1S/C5H9NO3/c1-3(5(8)9)6-4(2)7/h3H,1-2H3,(H,6,7)(H,8,9)/t3-/m0/s1	N-acetylalanine																	Method 4	88064	97-69-8	C02847	HMDB00766	20167860	21440276	22011240	20213908	25952876	25572956	18465536	24785338	22662238	22319802	28636224	27156594
CHEBI:40521	C8H16N4O3	CC(=O)N[C@@H](CCCNC(N)=N)C(O)=O	InChI=1S/C8H16N4O3/c1-5(13)12-6(7(14)15)3-2-4-11-8(9)10/h6H,2-4H2,1H3,(H,12,13)(H,14,15)(H4,9,10,11)/t6-/m0/s1	N-acetylarginine																	Method 1	67427	155-84-0	C02562	HMDB04620	33091				37600	41310	69705	92274	88506	88521	135421	133645
CHEBI:138368	C6H10N2O4	CC(=O)NC(=O)CC(C(=O)O)N	InChI=1S/C6H10N2O4/c1-3(9)8-5(10)2-4(7)6(11)12/h4H,2,7H2,1H3,(H,11,12)(H,8,9,10)	N-acetylasparagine																	Method 1	99715	4033-40-3		HMDB06028	264135	222976	252539	256710	229821	269438	365054	469293	544238	437584	616357	558413
				N-acetylaspartate (NAA)																	Method 4	65065	997-55-7;997-55-7	C01042	HMDB00812	897557184	767190784	854008704	826456576	880407040	876394560	530743808	757116480	752193536	726421120	945492992	955761280
CHEBI:28939	C5H9NO3S	CC(=O)N[C@@H](CS)C(O)=O	InChI=1S/C5H9NO3S/c1-3(7)6-4(2-10)5(8)9/h4,10H,2H2,1H3,(H,6,7)(H,8,9)/t4-/m0/s1	N-acetylcysteine																	Method 3	12035	616-91-1	C06809	HMDB01890	363523	187198	131531	238691	281623	164264	352860	348383	313556	347098	418663	370339
CHEBI:191640	C8H16NO9P	P(OC[C@H]1O[C@H](O)[C@H](NC(=O)C)[C@@H](O)[C@@H]1O)(O)(O)=O	InChI=1S/C8H16NO9P/c1-3(10)9-5-7(12)6(11)4(18-8(5)13)2-17-19(14,15)16/h4-8,11-13H,2H2,1H3,(H,9,10)(H2,14,15,16)/t4-,5-,6-,7-,8+/m1/s1	N-acetylglucosamine 6-phosphate																	Method 4	439219	102029-88-9	C00357	HMDB02817	2173018	2153053	1939258	2066664	2754164	2400718	1026696	1674546	1644666	1545097	2129453	2167367
CHEBI:28037	C8H15NO6	CC(=O)N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O	InChI=1S/C8H15NO6/c1-3(11)9-5-7(13)6(12)4(2-10)15-8(5)14/h4-8,10,12-14H,2H2,1H3,(H,9,11)/t4-,5-,6+,7-,8?/m1/s1	N-acetylglucosamine/N-acetylgalactosamine																	Method 1	24139			HMDB00215	14999521	16156826	17262040	14992877	17764202	17949768	10587644	10283056	10383707	10298836	9609468	8922036
CHEBI:17261	C12H21N3O8	CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1NC(=O)C[C@H](N)C(O)=O	InChI=1S/C12H21N3O8/c1-4(17)14-8-10(20)9(19)6(3-16)23-11(8)15-7(18)2-5(13)12(21)22/h5-6,8-11,16,19-20H,2-3,13H2,1H3,(H,14,17)(H,15,18)(H,21,22)/t5-,6+,8+,9+,10+,11+/m0/s1	N-acetylglucosaminylasparagine																	Method 1	123826	2776-93-4	C04540	HMDB00489	311898	370578	455070	252328	413970	513024	563675	653888	798337	790315	933899	1093604
CHEBI:17533	C7H11NO5	CC(=O)N[C@@H](CCC(O)=O)C(O)=O	InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)/t5-/m0/s1	N-acetylglutamate																	Method 1	70914	5817-08-03 00:00:00	C00624	HMDB01138	5819998	4915172	5650624	4554186	5145860	5206848	3200674	3915368	4283003	4465522	5003679	4946476
CHEBI:73685	C7H12N2O4	CC(=O)NC(CCC(N)=O)C(O)=O	InChI=1S/C7H12N2O4/c1-4(10)9-5(7(12)13)2-3-6(8)11/h5H,2-3H2,1H3,(H2,8,11)(H,9,10)(H,12,13)	N-acetylglutamine																	Method 1	182230	2490-97-3	C02716	HMDB06029	155531	127928	152559	134157	144271	171525	331888	470369	521147	436300	576271	662322
CHEBI:40410	C4H7NO3	CC(=O)NCC(O)=O	InChI=1S/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)	N-acetylglycine																	Method 1	10972	543-24-8		HMDB00532					68013		106055	94257	86400	114642	106046	154670
CHEBI:16437	C8H11N3O3	CC(=O)N[C@@H](Cc1cnc[nH]1)C(O)=O	InChI=1S/C8H11N3O3/c1-5(12)11-7(8(13)14)2-6-3-9-4-10-6/h3-4,7H,2H2,1H3,(H,9,10)(H,11,12)(H,13,14)/t7-/m0/s1	N-acetylhistidine																	Method 1	75619	39145-52-3	C02997	HMDB32055							25991	38694	43844	42877	68897	57160
CHEBI:17786	C8H15NO3	[C@@H](CC(C)C)(NC(=O)C)C(O)=O	InChI=1S/C8H15NO3/c1-5(2)4-7(8(11)12)9-6(3)10/h5,7H,4H2,1-3H3,(H,9,10)(H,11,12)/t7-/m0/s1	N-acetylleucine																	Method 3	70912	1188-21-2	C02710	HMDB11756				19193	41295		50895	72470	32674		85247	108991
CHEBI:21557	C7H13NO3S	CSCC[C@H](NC(C)=O)C(O)=O	InChI=1S/C7H13NO3S/c1-5(9)8-6(7(10)11)3-4-12-2/h6H,3-4H2,1-2H3,(H,8,9)(H,10,11)/t6-/m0/s1	N-acetylmethionine																	Method 3	448580	65-82-7	C02712	HMDB11745	18413204	17174792	11894153	12699302	16645779	7657903	10463613	9939517	5176798	8152759	8923729	8447082
CHEBI:165872	C7H13NO4S	S(=O)(CCC(NC(=O)C)C(O)=O)C	InChI=1S/C7H13NO4S/c1-5(9)8-6(7(10)11)3-4-13(2)12/h6H,3-4H2,1-2H3,(H,8,9)(H,10,11)	N-acetylmethionine sulfoxide																	Method 1	193368	108646-71-5			164278	120511	133988	140886	166424	133977	749125	643179	462093	572749	508502	470609
CHEBI:17012	C11H19NO9	[H][C@]1(OC(O)(C[C@H](O)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO	InChI=1S/C11H19NO9/c1-4(14)12-7-5(15)2-11(20,10(18)19)21-9(7)8(17)6(16)3-13/h5-9,13,15-17,20H,2-3H2,1H3,(H,12,14)(H,18,19)/t5-,6+,7+,8+,9+,11?/m0/s1	N-acetylneuraminate																	Method 1	439197	131-48-6	C00270	HMDB00230	10729856	10356151	11112310	11149858	11395935	10821441	7627872	7365706	7411254	7344901	7615311	7005250
CHEBI:21626	C11H13NO3	CC(=O)NC(Cc1ccccc1)C(O)=O	InChI=1S/C11H13NO3/c1-8(13)12-10(11(14)15)7-9-5-3-2-4-6-9/h2-6,10H,7H2,1H3,(H,12,13)(H,14,15)	N-acetylphenylalanine																	Method 3	74839	2018-61-3	C03519	HMDB00512	32488	12307	46800		52918	19897	59152	98301	46862	79021	114518	158502
CHEBI:17768	C6H14N2O	CC(=O)NCCCCN	InChI=1S/C6H14N2O/c1-6(9)8-5-3-2-4-7/h2-5,7H2,1H3,(H,8,9)	N-acetylputrescine																	Method 1	122356	18233-70-0	C02714	HMDB02064	310329	280401	357878	308993	329224	389034	7215413	8473021	9426244	8383435	11428288	12536783
CHEBI:45441	C5H9NO4	C([C@H](CO)NC(C)=O)(=O)O	InChI=1S/C5H9NO4/c1-3(8)6-4(2-7)5(9)10/h4,7H,2H2,1H3,(H,6,8)(H,9,10)/t4-/m0/s1	N-acetylserine																	Method 1	65249	97-14-3		HMDB02931	5888423	5463057	5872889	5371182	6156761	6151618	7751746	9495948	10919313	9515500	11014319	12499394
CHEBI:84415	C4H9NO4S	C(CS(O)(=O)=O)NC(C)=O	InChI=1S/C4H9NO4S/c1-4(6)5-2-3-10(7,8)9/h2-3H2,1H3,(H,5,6)(H,7,8,9)	N-acetyltaurine																	Method 4	159864				1703090	1354488	1492196	1366447	1605512	1746934	2392073	4050755	4440394	3951041	6041712	5851427
CHEBI:45826	C6H11NO4	C[C@@H](O)[C@H](NC(C)=O)C(O)=O	InChI=1S/C6H11NO4/c1-3(8)5(6(10)11)7-4(2)9/h3,5,8H,1-2H3,(H,7,9)(H,10,11)/t3-,5+/m1/s1	N-acetylthreonine																	Method 3	152204	17093-74-2			2025764	1653122	2067867	2206708	2349635	1673791	2330101	3330735	2567885	3249863	5036395	4642575
CHEBI:169985	C7H13NO3	OC(=O)C(NC(=O)C)C(C)C	InChI=1S/C7H13NO3/c1-4(2)6(7(10)11)8-5(3)9/h4,6H,1-3H3,(H,8,9)(H,10,11)	N-acetylvaline																	Method 3	66789	96-81-1		HMDB11757	125605	116725	86991	84914	149273	86049	122307	194862	119343	159819	209370	289450
				N-behenoyl-sphingadienine (d18:2/22:0)*																	Method 2					2807270	3258624	3557350	3041434	3214098	3900243	5020119	6088741	6015483	6457763	6865786	9565671
CHEBI:44673	C7H14N2O3	CC(=O)NCCC[C@H](N)C(O)=O	InChI=1S/C7H14N2O3/c1-5(10)9-4-2-3-6(8)7(11)12/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)/t6-/m0/s1	N-delta-acetylornithine																	Method 3	9920500				294733	211639	298938	272625	281387	152632	414736	538665	412590	516973	901843	933684
CHEBI:16552	C6H11NO3S	[H]C(=O)N[C@@H](CCSC)C(O)=O	InChI=1S/C6H11NO3S/c1-11-3-2-5(6(9)10)7-4-8/h4-5H,2-3H2,1H3,(H,7,8)(H,9,10)/t5-/m0/s1	N-formylmethionine																	Method 3	439750	4289-98-9	C03145	HMDB01015	1559662	1061957	1218196	1323992	1667975	877530	1964037	2230008	2230074	2567057	3570157	3874182
